source,song_id,n_bars,beats_per_bar,bpm,key,mode,transpose_offset,n_melody_notes,chord_consonance,melody_chord_coverage,irregular_bars,unparsed_chords,included,reason,split
hooktheory,LAgQwrproyO,10,4,99.3,G:dorian,dorian,5.0,83,0.5667,0.6,0.0,0,True,,TRAIN
hooktheory,LAgQyAWegyO,4,4,129.9,F#:maj,maj,6.0,12,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQyBPJgyO,8,6,114.7,A:lydian,lydian,3.0,40,0.8621,1.0,0.0,0,True,,VALID
hooktheory,LAgQyBaegyO,16,6,185.1,F:min,min,7.0,52,0.7135,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQyEEvgyO,20,4,134.1,D:maj,maj,10.0,53,0.7712,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQyG-egyO,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,LAgQyJRAgyO,22,4,161.9,G:maj,maj,5.0,95,0.72,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQyKQlgyO,17,4,140.3,F#:min,min,6.0,54,0.6688,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQyVzXgyO,4,4,103.1,C:min,min,0.0,20,0.9,1.0,0.0,0,True,,TEST
hooktheory,LAgQyZBegyO,20,4,165.8,A:maj,maj,3.0,89,0.6,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQyZrEgyO,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,LAgQyeEAgyO,0,,,,,,0,,,0.0,0,False,meter_change,TRAIN
hooktheory,LAgQyeQRgyO,12,4,63.8,Eb:dorian,dorian,9.0,65,0.6415,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQykZAgyO,24,4,207.0,G:dorian,dorian,5.0,36,0.8173,0.963,0.0,0,True,,TRAIN
hooktheory,LAgQynGXgyO,16,4,207.2,F#:min,min,6.0,100,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQynRRgyO,16,4,154.0,D:maj,maj,10.0,90,0.4364,1.0,0.0,0,True,,VALID
hooktheory,LAgQyqJEgyO,8,4,109.9,B:min,min,1.0,26,0.434,1.0,0.0,0,True,,TEST
hooktheory,LAgQyqkAgyO,12,4,119.0,B:min,min,1.0,49,0.6,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQyr-XgyO,9,4,124.1,Ab:lydian,lydian,4.0,47,0.76,0.9434,0.0,0,True,,TRAIN
hooktheory,LAgQyynEgyO,16,4,119.0,A:min,min,3.0,82,0.7699,1.0,0.0,0,True,,TRAIN
hooktheory,LAgQyyvrgyO,0,,,,,,0,,,0.0,0,False,key_change,TRAIN
hooktheory,Ld_gw-QMoGV,9,4,,E:mixolydian,mixolydian,8.0,18,0.4559,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gw-VeoGV,8,4,128.1,C:min,min,0.0,42,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gw-qAoGV,8,4,,G:min,min,5.0,20,0.7604,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwAGQoGV,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,Ld_gwAMboGV,8,4,104.9,G:maj,maj,5.0,23,0.5745,1.0,0.0,0,True,,VALID
hooktheory,Ld_gwBermGV,8,4,118.0,Eb:maj,maj,9.0,23,0.8246,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwBybmGV,8,4,,G:maj,maj,5.0,15,0.8182,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwEMVoGV,4,4,,C:maj,maj,0.0,18,0.8077,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwEeroGV,4,4,41.5,A:min,min,3.0,27,0.8036,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwJ-bmGV,23,4,118.1,D:min,min,10.0,94,0.7971,0.8734,0.0,1,True,,TRAIN
hooktheory,Ld_gwJArmGV,13,4,79.6,E:maj,maj,8.0,54,0.6125,0.9639,0.0,0,True,,TRAIN
hooktheory,Ld_gwJDMmGV,16,4,,B:maj,maj,1.0,24,0.7,1.0,0.0,0,True,,TEST
hooktheory,Ld_gwJOrmGV,16,4,120.9,Bb:maj,maj,2.0,61,0.7232,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwJdNmGV,16,3,150.5,Ab:min,min,4.0,64,0.6944,0.75,0.0,0,True,,TRAIN
hooktheory,Ld_gwKDAgGV,16,4,,D:min,min,10.0,92,0.5766,1.0,0.0,0,True,,VALID
hooktheory,Ld_gwKyKgGV,8,4,69.9,Bb:min,min,2.0,45,0.7838,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwLONxGV,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,Ld_gwNvKmGV,8,4,125.0,E:maj,maj,8.0,45,0.7578,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwOjMgGV,8,4,65.1,C:maj,maj,0.0,41,0.7826,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwRMQmGV,9,4,130.1,B:maj,maj,1.0,35,0.7547,0.9464,0.0,0,True,,TRAIN
hooktheory,Ld_gwWJrgGV,8,4,128.0,A:maj,maj,3.0,43,0.5395,0.8636,0.0,0,True,,TRAIN
hooktheory,Ld_gwWjAgGV,9,4,78.0,F:maj,maj,7.0,78,0.4031,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwZjemGV,8,4,,F:min,min,7.0,20,0.9636,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwZnAmGV,16,4,125.1,Db:min,min,11.0,83,0.754,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwZyNmGV,8,4,,D:maj,maj,10.0,46,0.9355,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwaPVoGV,2,4,140.4,F#:min,min,6.0,12,0.4375,1.0,0.0,0,True,,VALID
hooktheory,Ld_gwanVoGV,12,4,100.1,A:maj,maj,3.0,68,0.6776,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gweZAoGV,8,4,126.0,Eb:min,min,9.0,35,0.5,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwjrVmGV,9,4,119.7,C:maj,maj,0.0,39,0.6471,0.9273,0.0,0,True,,TRAIN
hooktheory,Ld_gwkMAgGV,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,Ld_gwkQVgGV,8,4,73.3,E:min,min,8.0,39,0.8367,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwpAAxGV,8,4,85.0,Eb:maj,maj,9.0,47,0.7727,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwpDVxGV,8,4,136.1,Eb:maj,maj,9.0,21,0.8125,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwpYQxGV,6,4,,F#:min,min,6.0,49,0.8125,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwpbKxGV,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,Ld_gwrZrmGV,4,4,96.8,Eb:maj,maj,9.0,28,0.8125,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwrzMmGV,8,4,139.9,F#:dorian,dorian,6.0,45,0.7931,1.0,0.0,0,True,,TRAIN
hooktheory,Ld_gwvvrmGV,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,Ld_gwyyAoGV,14,4,163.9,C:maj,maj,0.0,34,0.5579,1.0,0.0,0,True,,TRAIN
hooktheory,Mkygz-GnmKB,8,4,,G:maj,maj,5.0,46,0.781,0.913,0.0,0,True,,TRAIN
hooktheory,Mkygz-YzmKB,8,4,93.6,D:maj,maj,10.0,56,0.5625,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzEMPmKB,9,4,110.1,Bb:min,min,2.0,24,0.322,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzEkQmKB,5,4,78.1,C:min,min,0.0,12,0.7,1.0,0.0,0,True,,TEST
hooktheory,MkygzErnmKB,16,4,,D:dorian,dorian,10.0,112,0.7188,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzJWzgKB,8,4,127.7,A:maj,maj,3.0,128,0.5938,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzKLLxKB,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,MkygzKMnxKB,4,8,186.4,C:maj,maj,0.0,14,0.8929,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzKZQxKB,8,4,127.9,G:min,min,5.0,53,0.4132,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzMKbmKB,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,MkygzMMLmKB,8,4,,E:maj,maj,8.0,40,0.6964,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzMPPmKB,8,4,,A:maj,maj,3.0,29,0.7463,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzNRzgKB,11,4,137.7,Eb:min,min,9.0,34,0.775,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzNXjgKB,8,4,100.0,G:min,min,5.0,43,0.9255,1.0,0.0,0,True,,TEST
hooktheory,MkygzN_bgKB,8,4,120.0,G:min,min,5.0,4,1.0,1.0,0.0,0,True,,TEST
hooktheory,MkygzNjQgKB,8,4,,A:min,min,3.0,61,0.7031,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzPdjoKB,2,4,,F:maj,maj,7.0,14,0.7692,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzQOzmKB,12,6,,G:min,min,5.0,39,0.8958,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzQ_QmKB,16,4,,C:maj,maj,0.0,68,0.8417,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzQkPmKB,8,4,,C:maj,maj,0.0,29,0.3295,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzVRPgKB,8,3,,E:phrygian,phrygian,8.0,11,0.7917,1.0,0.0,0,True,,TEST
hooktheory,MkygzYPQmKB,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,MkygzaVnmKB,8,4,304.8,B:min,min,1.0,16,0.6875,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzakBmKB,16,6,114.4,A:maj,maj,3.0,70,0.8343,1.0,0.0,0,True,,TEST
hooktheory,MkygzarjmKB,4,4,76.2,G:maj,maj,5.0,26,0.8148,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzdbBoKB,8,4,171.9,Eb:maj,maj,9.0,34,0.5085,1.0,0.0,0,True,,TEST
hooktheory,MkygzkYzxKB,8,4,63.5,A:mixolydian,mixolydian,3.0,49,0.88,0.9036,0.0,0,True,,TRAIN
hooktheory,MkygzlLPoKB,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,MkygzldroKB,8,4,,G:min,min,5.0,44,0.92,0.8333,0.0,0,True,,TRAIN
hooktheory,MkygzlqBoKB,8,4,127.7,F#:maj,maj,6.0,36,0.7692,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzlzLoKB,6,4,80.0,C:maj,maj,0.0,18,0.378,1.0,0.0,0,True,,TEST
hooktheory,MkygznBrgKB,8,4,68.8,A:min,min,3.0,33,0.7891,1.0,0.0,0,True,,TRAIN
hooktheory,MkygznKQgKB,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,MkygznvPgKB,4,4,100.0,A:maj,maj,3.0,8,0.2667,1.0,0.0,0,True,,VALID
hooktheory,MkygzrOLgKB,8,4,79.0,G:maj,maj,5.0,47,0.7778,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzrPQgKB,8,4,93.0,F:min,min,7.0,57,0.7857,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzrwjgKB,8,4,170.5,G:min,min,5.0,52,0.8594,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzzQjgKB,4,4,,E:min,min,8.0,21,0.8393,1.0,0.0,0,True,,TRAIN
hooktheory,MkygzzWngKB,10,4,115.2,E:min,min,8.0,45,0.46,0.9804,0.0,0,True,,TEST
hooktheory,NLAgQAnegyO,16,6,,D:min,min,10.0,97,0.8255,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQBEXxyO,8,4,104.1,C:maj,maj,0.0,40,0.6562,1.0,0.0,0,True,,VALID
hooktheory,NLAgQBvJxyO,8,4,,A:maj,maj,3.0,29,0.7333,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQEOEgyO,16,4,118.0,A:maj,maj,3.0,86,0.5628,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQGJEoyO,4,4,102.5,F:min,min,7.0,10,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQGKJoyO,8,4,130.3,G:maj,maj,5.0,15,0.7959,1.0,0.0,0,True,,VALID
hooktheory,NLAgQGReoyO,8,4,,B:maj,maj,1.0,50,0.6667,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQGYRoyO,16,4,,F:dorian,dorian,7.0,36,0.8072,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQGjAoyO,8,4,141.1,A:min,min,3.0,37,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQGployO,11,4,,G:maj,maj,5.0,54,0.7285,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQGyXoyO,8,6,93.9,Db:maj,maj,11.0,32,0.8723,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQMavgyO,16,4,121.9,Eb:min,min,9.0,88,0.7371,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQMylgyO,16,4,68.5,D:maj,maj,10.0,53,0.7268,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQNJRxyO,4,4,97.1,D:maj,maj,10.0,15,0.7419,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQNRExyO,27,4,100.0,Ab:maj,maj,4.0,132,0.7696,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQPGrmyO,8,4,,D:maj,maj,10.0,43,0.5156,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQPVemyO,8,4,72.9,C:maj,maj,0.0,43,0.4951,0.9279,0.0,0,True,,TRAIN
hooktheory,NLAgQRXAxyO,8,4,126.2,B:min,min,1.0,10,0.6842,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQReRxyO,16,4,130.4,C:maj,maj,0.0,62,0.7071,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQV-XxyO,4,6,190.5,E:min,min,8.0,29,0.9583,1.0,0.0,0,True,,TEST
hooktheory,NLAgQVaRxyO,8,4,162.0,D:maj,maj,10.0,23,0.7759,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQWYAoyO,4,4,85.0,A:maj,maj,3.0,14,0.6667,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQYARgyO,8,4,111.6,F:maj,maj,7.0,48,0.5,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQYKegyO,8,4,92.9,A:maj,maj,3.0,42,0.6875,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQYQvgyO,8,4,104.0,Bb:maj,maj,2.0,32,0.75,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQYwRgyO,8,4,140.1,A:min,min,3.0,31,0.6885,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQZJrxyO,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,NLAgQZLExyO,12,4,74.9,G:maj,maj,5.0,76,0.7174,0.9262,0.0,2,True,,TRAIN
hooktheory,NLAgQZXExyO,8,4,102.8,F#:min,min,6.0,37,0.7174,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQZwExyO,8,4,,G:min,min,5.0,44,0.8085,0.94,0.0,0,True,,TRAIN
hooktheory,NLAgQ_DXoyO,8,4,130.1,D:maj,maj,10.0,35,0.7451,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQ_XloyO,12,3,138.2,D:maj,maj,10.0,10,0.8158,1.0,0.0,1,True,,TRAIN
hooktheory,NLAgQ_broyO,4,4,,Eb:maj,maj,9.0,5,0.2222,1.0,0.0,0,True,,TEST
hooktheory,NLAgQ_jXoyO,16,4,129.0,G:mixolydian,mixolydian,5.0,128,0.3984,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQ_qeoyO,8,4,,F#:min,min,6.0,42,0.5,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQeZlgyO,9,4,124.6,C:maj,maj,0.0,80,0.4032,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQewrgyO,8,4,138.3,A:min,min,3.0,40,0.625,1.0,0.0,0,True,,TEST
hooktheory,NLAgQj-JxyO,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,NLAgQjWAxyO,8,4,130.0,F#:maj,maj,6.0,30,0.4833,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQjYvxyO,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,NLAgQjklxyO,8,4,,D:maj,maj,10.0,25,0.625,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQlBrmyO,8,4,128.3,A:min,min,3.0,36,0.7656,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQlYRmyO,8,4,130.0,Bb:mixolydian,mixolydian,2.0,25,0.7344,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQlqlmyO,8,4,91.0,A:locrian,locrian,3.0,35,0.8281,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQnyrxyO,8,3,90.5,A:maj,maj,3.0,18,0.869,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQpXemyO,8,4,,F#:min,min,6.0,44,0.9531,1.0,0.0,0,True,,TEST
hooktheory,NLAgQqergyO,7,4,132.1,F:min,min,7.0,24,0.8571,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQwKroyO,8,4,106.1,C:min,min,0.0,45,0.8333,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQwbRoyO,8,4,,E:maj,maj,8.0,128,0.4844,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQyMrgyO,8,4,,A:maj,maj,3.0,17,0.7097,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQyXXgyO,8,4,101.5,B:min,min,1.0,29,0.8852,1.0,0.0,0,True,,TRAIN
hooktheory,NLAgQy_vgyO,12,4,133.8,G:maj,maj,5.0,26,0.8222,1.0,0.0,0,True,,VALID
hooktheory,Nlamk-BvxDM,16,4,104.3,A:min,min,3.0,71,0.8061,1.0,0.0,0,True,,TRAIN
hooktheory,Nlamk-MexDM,4,4,,C:maj,maj,0.0,31,0.75,1.0,0.0,0,True,,TRAIN
hooktheory,Nlamk-OwxDM,9,4,146.9,F:maj,maj,7.0,36,0.641,0.78,0.0,0,True,,TRAIN
hooktheory,Nlamk-jexDM,16,4,139.8,F#:min,min,6.0,51,0.6095,1.0,0.0,0,True,,VALID
hooktheory,NlamkDEvgDM,0,,,,,,0,,,0.0,0,False,no_melody,VALID
hooktheory,NlamkDJZgDM,8,4,138.0,A:min,min,3.0,12,0.9167,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkDKegDM,4,3,143.7,F:maj,maj,7.0,20,0.8333,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkDLYgDM,32,4,,C:maj,maj,0.0,113,0.6382,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkDbwgDM,0,,,,,,0,,,0.0,0,False,no_melody,VALID
hooktheory,NlamkELYxDM,16,4,145.0,D:maj,maj,10.0,41,0.6691,0.8968,0.0,0,True,,TRAIN
hooktheory,NlamkEkexDM,8,4,115.0,Ab:maj,maj,4.0,35,0.5943,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkEqexDM,4,4,78.9,E:maj,maj,8.0,38,0.5,1.0,0.0,0,True,,VALID
hooktheory,NlamkGbemDM,28,4,183.0,A:maj,maj,3.0,127,0.7811,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkGzemDM,8,4,,G:min,min,5.0,20,0.9672,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkLZvgDM,12,4,,E:dorian,dorian,8.0,118,0.7258,0.9688,0.0,0,True,,TRAIN
hooktheory,NlamkLqegDM,6,6,194.4,F:min,min,7.0,52,0.7778,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkNDAoDM,4,4,128.0,F:dorian,dorian,7.0,16,0.5714,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkNKZoDM,8,4,,Bb:maj,maj,2.0,38,0.575,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkNNeoDM,4,4,103.0,F:maj,maj,7.0,14,0.825,1.0,0.0,0,True,,TEST
hooktheory,NlamkNjMoDM,2,4,122.1,F#:maj,maj,6.0,11,0.75,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkNzMoDM,8,4,139.0,Eb:maj,maj,9.0,37,0.8594,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkPaYgDM,15,4,80.0,D:min,min,10.0,39,0.7875,1.0,0.0,0,True,,TEST
hooktheory,NlamkPdegDM,22,4,124.2,E:maj,maj,8.0,36,0.8344,1.0,0.0,0,True,,VALID
hooktheory,NlamkPnVgDM,8,4,141.8,D:min,min,10.0,36,0.5079,1.0,0.0,0,True,,TEST
hooktheory,NlamkRLZoDM,9,4,,D:maj,maj,10.0,46,0.697,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkRMvoDM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,NlamkRNMoDM,16,4,130.1,E:maj,maj,8.0,81,0.8305,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkRrAoDM,4,4,60.5,Bb:maj,maj,2.0,16,0.9,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkRyvoDM,12,4,137.9,Eb:min,min,9.0,37,0.8375,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkVwYoDM,5,4,91.0,F#:maj,maj,6.0,15,0.4828,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkXGAgDM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,NlamkXYegDM,16,4,141.4,G:maj,maj,5.0,49,0.8618,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkXzegDM,0,,,,,,0,,,0.0,0,False,no_melody,VALID
hooktheory,NlamkZJvoDM,0,,,,,,0,,,0.0,0,False,no_harmony,TRAIN
hooktheory,NlamkZKVoDM,4,4,92.0,Eb:maj,maj,9.0,38,0.7407,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkZXLoDM,8,4,,E:maj,maj,8.0,25,0.46,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkZveoDM,16,4,145.0,F#:min,min,6.0,69,0.5302,0.9389,0.0,0,True,,TRAIN
hooktheory,Nlamk__vmDM,9,4,94.0,Eb:maj,maj,9.0,56,0.619,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkarYxDM,15,4,130.0,E:maj,maj,8.0,41,0.6893,1.0,0.0,0,True,,TEST
hooktheory,Nlamkk-vmDM,4,4,95.0,E:min,min,8.0,24,0.8214,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkkkMmDM,17,4,120.0,D:maj,maj,10.0,71,0.5887,0.9688,0.0,0,True,,TRAIN
hooktheory,NlamklBVgDM,20,3,153.9,Ab:min,min,4.0,87,0.6917,1.0,0.0,0,True,,TRAIN
hooktheory,NlamklGYgDM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,NlamklYvgDM,4,4,74.9,C:maj,maj,0.0,22,0.7143,1.0,0.0,0,True,,TRAIN
hooktheory,Nlamkl_MgDM,12,4,62.0,Ab:min,min,4.0,59,0.616,1.0,0.0,0,True,,TEST
hooktheory,Nlamkl_YgDM,9,4,84.0,B:min,min,1.0,34,0.6848,1.0,0.0,0,True,,TRAIN
hooktheory,NlamklvvgDM,8,4,,F:lydian,lydian,7.0,36,0.75,1.0,0.0,0,True,,TRAIN
hooktheory,NlamklzAgDM,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,NlamknzYoDM,6,4,120.3,B:maj,maj,1.0,27,0.8571,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkpBLgDM,9,4,120.1,F:min,min,7.0,57,0.6953,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkpYYgDM,17,4,140.0,A:min,min,3.0,43,0.7348,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkvEZoDM,11,4,99.7,Ab:maj,maj,4.0,23,0.6429,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkvlvoDM,4,4,63.5,A:mixolydian,mixolydian,3.0,39,0.5161,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkyOvxDM,8,4,200.0,C:maj,maj,0.0,30,0.5517,1.0,0.0,0,True,,TRAIN
hooktheory,NlamkypexDM,8,4,,Bb:maj,maj,2.0,43,0.8017,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnABDYm-V,16,4,88.0,Db:maj,maj,11.0,72,0.729,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnAEaZm-V,8,3,103.9,C:maj,maj,0.0,23,0.5625,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnAEyYm-V,16,6,406.1,G:maj,maj,5.0,8,0.6411,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnAGRYm-V,16,3,120.0,G:maj,maj,5.0,16,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnAJDZm-V,22,4,200.5,F:maj,maj,7.0,45,0.8421,1.0,0.0,0,True,,TEST
hooktheory,QLgnAJJEm-V,16,6,200.4,Db:maj,maj,11.0,17,0.9375,1.0,0.0,0,True,,TEST
hooktheory,QLgnAJXPm-V,8,4,107.0,G:maj,maj,5.0,47,0.7115,0.52,0.0,0,True,,TRAIN
hooktheory,QLgnALQEm-V,9,4,92.0,Ab:min,min,4.0,90,0.9861,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnAMk_m-V,12,4,89.0,C:maj,maj,0.0,55,0.7701,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnANPvm-V,8,4,150.0,F:min,min,7.0,64,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnAOXvm-V,18,4,100.0,A:maj,maj,3.0,27,0.6143,0.9722,0.0,0,True,,TRAIN
hooktheory,QLgnAOkYm-V,0,,,,,,0,,,0.0,0,False,no_harmony,TRAIN
hooktheory,QLgnAOpym-V,0,,,,,,0,,,0.0,0,False,key_change,VALID
hooktheory,QLgnAOyEm-V,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,QLgnAPGPm-V,4,4,144.4,E:maj,maj,8.0,19,0.5161,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnAPppm-V,0,,,,,,0,,,0.0,0,False,meter_change,TRAIN
hooktheory,QLgnAQV_m-V,17,4,122.0,Eb:min,min,9.0,82,0.7416,0.9289,0.0,0,True,,TRAIN
hooktheory,QLgnAR_vm-V,8,4,71.8,Bb:maj,maj,2.0,49,0.9062,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnAXaYm-V,10,4,79.5,D:min,min,10.0,39,0.9241,0.9325,0.0,1,True,,VALID
hooktheory,QLgnA_-Pm-V,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,QLgnAeYvm-V,16,3,138.5,A:maj,maj,3.0,3,1.0,1.0,0.0,0,True,,TRAIN
hooktheory,QLgnAepPm-V,0,,,,,,0,,,0.0,0,False,key_change,VALID
hooktheory,QLgnAjYPm-V,11,4,73.8,C:min,min,0.0,46,0.8571,0.8571,0.0,4,True,,TRAIN
hooktheory,QLgnAjbPm-V,0,,,,,,0,,,0.0,0,False,no_melody,TRAIN
hooktheory,QLgnAkQvm-V,4,4,103.7,D:maj,maj,10.0,20,0.6667,1.0,0.0,0,True,,TRAIN
