source,song_id,n_bars,beats_per_bar,bpm,key,mode,transpose_offset,n_melody_notes,chord_consonance,melody_chord_coverage,irregular_bars,unparsed_chords,included,reason
pop909,300,86,4,70.0,Db:min,min,-4.0,415,0.9029,1.0,3.0,0,True,
pop909,301,72,4,58.5,Bb:maj,maj,2.0,444,0.962,1.0,2.0,0,True,
pop909,302,81,4,70.0,F:min,min,4.0,294,0.9472,0.9757,2.0,0,True,
pop909,303,98,4,76.0,Db:maj,maj,-1.0,407,0.9474,1.0,1.0,0,True,
pop909,304,49,4,56.0,Bb:min,min,-1.0,295,0.9265,1.0,0.0,0,True,
pop909,305,90,4,76.0,Ab:maj,maj,4.0,412,0.9928,0.9904,4.0,0,True,
pop909,306,98,4,118.0,B:min,min,-2.0,228,0.98,1.0,2.0,0,True,
pop909,307,72,6,98.0,Db:min,min,-4.0,379,0.9492,0.9969,5.0,0,True,
pop909,308,39,4,62.0,Bb:min,min,-1.0,227,0.9309,1.0,1.0,0,True,
pop909,309,118,4,119.0,F:min,min,4.0,384,0.9429,1.0,3.0,0,True,
pop909,310,120,4,120.0,G:min,min,2.0,433,0.9329,0.975,6.0,0,True,
pop909,311,72,4,64.0,Gb:min,min,3.0,416,0.9627,1.0,5.0,0,True,
pop909,312,97,4,98.0,C:maj,maj,0.0,463,0.9281,0.9966,3.0,0,True,
pop909,313,60,4,62.0,Bb:min,min,-1.0,394,0.9423,1.0,3.0,0,True,
pop909,314,66,4,66.0,Eb:maj,maj,-3.0,390,0.9598,1.0,3.0,0,True,
pop909,315,57,4,62.0,Gb:maj,maj,6.0,285,0.9404,1.0,3.0,0,True,
pop909,316,70,4,83.0,Db:maj,maj,-1.0,271,0.9676,1.0,5.0,0,True,
pop909,317,66,4,65.0,E:min,min,5.0,249,0.9437,1.0,0.0,0,True,
pop909,318,52,4,66.0,D:maj,maj,-2.0,225,0.9871,1.0,3.0,0,True,
pop909,319,74,4,67.0,C:maj,maj,0.0,404,0.941,1.0,0.0,0,True,
pop909,320,71,4,120.3,C:maj,maj,0.0,244,0.9712,1.0,2.0,0,True,
pop909,321,71,4,66.0,A:min,min,0.0,380,0.9686,1.0,1.0,0,True,
pop909,322,66,4,60.0,E:min,min,5.0,409,0.9585,1.0,1.0,0,True,
pop909,323,60,4,60.0,Ab:min,min,1.0,337,0.9436,1.0,2.0,0,True,
pop909,324,67,4,78.0,Db:maj,maj,-1.0,260,0.942,1.0,3.0,0,True,
pop909,325,71,4,66.0,B:maj,maj,1.0,299,0.9498,1.0,1.0,0,True,
pop909,326,27,4,58.0,C:maj,maj,0.0,152,0.9321,1.0,2.0,0,True,
pop909,327,102,4,130.0,B:min,min,-2.0,184,0.9595,0.992,1.0,0,True,
pop909,328,65,6,90.0,C:min,min,-3.0,383,0.8972,1.0,0.0,0,True,
pop909,329,80,4,63.5,F:maj,maj,-5.0,510,0.9543,1.0,3.0,0,True,
pop909,330,86,4,79.0,F:maj,maj,-5.0,424,0.9697,1.0,4.0,0,True,
pop909,331,28,4,90.0,C:maj,maj,0.0,70,0.9258,1.0,0.0,0,True,
pop909,332,65,4,94.0,Db:maj,maj,-1.0,220,0.9648,1.0,0.0,0,True,
pop909,333,66,4,80.5,Bb:maj,maj,2.0,235,0.9588,1.0,4.0,0,True,
pop909,334,42,4,61.0,Eb:maj,maj,-3.0,246,0.944,1.0,3.0,0,True,
pop909,335,66,4,58.5,G:min,min,2.0,365,0.9621,1.0,3.0,0,True,
pop909,336,111,4,125.0,G:min,min,2.0,419,0.9597,1.0,1.0,0,True,
pop909,337,72,4,85.0,Db:min,min,-4.0,266,0.9268,1.0,1.0,0,True,
pop909,338,112,4,94.0,D:maj,maj,-2.0,361,0.9336,1.0,0.0,0,True,
pop909,339,78,4,72.0,E:maj,maj,-4.0,345,0.934,1.0,3.0,0,True,
pop909,340,94,4,91.5,Ab:maj,maj,4.0,341,0.9345,1.0,9.0,0,True,
pop909,341,91,4,83.0,Eb:min,min,6.0,315,0.9385,1.0,5.0,0,True,
pop909,342,121,4,120.0,G:maj,maj,5.0,396,0.9773,1.0,1.0,0,True,
pop909,343,64,4,56.0,Gb:maj,maj,6.0,420,0.9657,1.0,6.0,0,True,
pop909,344,86,4,71.0,D:min,min,-5.0,356,0.9388,1.0,4.0,0,True,
pop909,345,84,4,80.0,G:maj,maj,5.0,295,0.9864,1.0,4.0,0,True,
pop909,346,105,4,84.0,A:maj,maj,3.0,464,0.9698,0.9938,0.0,0,True,
pop909,347,78,4,72.0,G:maj,maj,5.0,357,0.9624,1.0,1.0,0,True,
pop909,348,65,4,59.0,Db:maj,maj,-1.0,397,0.9675,0.996,6.0,0,True,
pop909,349,55,4,64.0,D:maj,maj,-2.0,325,0.9462,1.0,0.0,0,True,
pop909,350,62,4,63.0,A:min,min,0.0,448,0.9446,1.0,3.0,0,True,
pop909,351,89,4,115.9,A:min,min,0.0,220,0.9332,1.0,5.0,0,True,
pop909,352,77,4,68.0,F:min,min,4.0,306,0.9668,1.0,1.0,0,True,
pop909,353,83,4,70.0,A:maj,maj,3.0,383,0.9219,1.0,4.0,0,True,
pop909,354,64,4,59.0,B:maj,maj,1.0,346,0.9482,1.0,5.0,0,True,
pop909,355,125,4,126.0,A:min,min,0.0,343,0.9404,1.0,2.0,0,True,
pop909,356,69,4,72.0,Db:maj,maj,-1.0,294,0.9527,1.0,4.0,0,True,
pop909,357,89,4,76.0,G:min,min,2.0,332,0.9608,1.0,0.0,0,True,
pop909,358,52,4,56.0,F:maj,maj,-5.0,390,0.9751,1.0,4.0,0,True,
pop909,359,69,4,67.0,C:maj,maj,0.0,424,0.9598,0.9931,0.0,0,True,
pop909,360,79,4,62.0,D:maj,maj,-2.0,228,0.9825,1.0,1.0,0,True,
pop909,361,62,4,58.0,E:min,min,5.0,440,0.9624,1.0,2.0,0,True,
pop909,362,64,4,58.5,A:maj,maj,3.0,307,0.9519,1.0,4.0,0,True,
pop909,363,69,4,68.0,Ab:maj,maj,4.0,436,0.9613,1.0,1.0,0,True,
pop909,364,72,4,61.5,F:maj,maj,-5.0,393,0.9401,1.0,3.0,0,True,
pop909,365,60,4,56.0,F:min,min,4.0,514,0.9708,1.0,3.0,0,True,
pop909,366,103,4,107.0,C:min,min,-3.0,286,0.919,1.0,1.0,0,True,
pop909,367,52,4,56.0,Db:maj,maj,-1.0,314,0.9403,1.0,0.0,0,True,
pop909,368,101,4,83.0,C:maj,maj,0.0,296,0.9526,1.0,0.0,0,True,
pop909,369,51,6,117.0,B:min,min,-2.0,318,0.8662,1.0,4.0,0,True,
pop909,370,64,4,58.0,Ab:min,min,1.0,504,0.9757,1.0,2.0,0,True,
pop909,371,77,4,84.3,C:min,min,-3.0,343,0.9571,1.0,1.0,0,True,
pop909,372,68,4,63.0,Ab:min,min,1.0,374,0.9548,1.0,3.0,0,True,
pop909,373,88,4,86.0,Eb:min,min,6.0,221,0.8836,1.0,1.0,0,True,
pop909,374,84,4,79.5,Bb:maj,maj,2.0,219,0.9505,1.0,1.0,0,True,
pop909,375,72,4,68.0,F:maj,maj,-5.0,399,0.9234,1.0,1.0,0,True,
pop909,376,68,4,65.0,Gb:maj,maj,6.0,275,0.9495,1.0,2.0,0,True,
pop909,377,58,4,69.0,D:maj,maj,-2.0,250,0.9534,1.0,2.0,0,True,
pop909,378,61,4,59.5,D:min,min,-5.0,360,0.9542,1.0,3.0,0,True,
pop909,379,65,4,60.0,Gb:min,min,3.0,362,0.9765,1.0,2.0,0,True,
pop909,380,80,4,65.0,E:min,min,5.0,316,0.933,1.0,5.0,0,True,
pop909,381,75,4,66.0,B:min,min,-2.0,299,0.9593,1.0,1.0,0,True,
pop909,382,77,4,60.0,Db:min,min,-4.0,365,0.9631,1.0,3.0,0,True,
pop909,383,90,4,72.0,C:min,min,-3.0,302,0.9553,1.0,3.0,0,True,
pop909,384,70,4,82.0,D:min,min,-5.0,275,0.9152,1.0,6.0,0,True,
pop909,385,148,4,115.5,E:maj,maj,-4.0,356,0.9476,1.0,0.0,0,True,
pop909,386,140,4,197.0,C:maj,maj,0.0,289,0.9747,0.9874,0.0,0,True,
pop909,387,78,4,79.0,G:maj,maj,5.0,242,0.9611,1.0,0.0,0,True,
pop909,388,84,4,75.0,Db:min,min,-4.0,237,0.9498,1.0,2.0,0,True,
pop909,389,79,4,100.0,D:min,min,-5.0,184,0.9165,1.0,5.0,0,True,
pop909,390,89,4,100.0,A:min,min,0.0,398,0.9639,1.0,0.0,0,True,
pop909,391,75,4,70.0,Gb:maj,maj,6.0,375,0.9405,1.0,6.0,0,True,
pop909,392,101,4,78.0,Db:min,min,-4.0,350,0.9715,1.0,2.0,0,True,
pop909,393,79,4,68.0,G:maj,maj,5.0,356,0.9596,1.0,5.0,0,True,
pop909,394,92,4,90.0,Eb:maj,maj,-3.0,390,0.9554,1.0,6.0,0,True,
pop909,395,75,4,70.0,C:min,min,-3.0,410,0.9523,1.0,4.0,0,True,
pop909,396,77,4,89.5,Ab:min,min,1.0,323,0.9523,1.0,0.0,0,True,
pop909,397,101,4,80.0,Eb:min,min,6.0,338,0.9535,1.0,0.0,0,True,
pop909,398,67,4,62.0,E:maj,maj,-4.0,301,0.9088,1.0,2.0,0,True,
pop909,399,93,4,93.0,Gb:min,min,3.0,327,0.9229,1.0,1.0,0,True,
pop909,400,73,4,63.0,G:maj,maj,5.0,366,0.9265,1.0,2.0,0,True,
pop909,401,69,4,77.0,B:maj,maj,1.0,243,0.9594,1.0,1.0,0,True,
pop909,402,99,4,78.0,F:maj,maj,-5.0,356,0.9605,1.0,2.0,0,True,
pop909,403,59,4,58.0,Db:maj,maj,-1.0,352,0.9441,1.0,4.0,0,True,
pop909,404,94,4,92.0,Ab:maj,maj,4.0,304,0.9639,1.0,4.0,0,True,
pop909,405,74,4,65.0,Gb:min,min,3.0,321,0.8406,1.0,0.0,0,True,
pop909,406,89,4,86.0,Ab:maj,maj,4.0,351,0.9512,1.0,1.0,0,True,
pop909,407,64,4,60.0,F:maj,maj,-5.0,322,0.9562,1.0,4.0,0,True,
pop909,408,80,4,65.0,F:maj,maj,-5.0,282,0.9362,1.0,2.0,0,True,
pop909,409,79,4,78.0,Gb:min,min,3.0,381,0.9793,1.0,1.0,0,True,
pop909,410,110,4,95.0,A:maj,maj,3.0,514,0.9007,1.0,1.0,0,True,
pop909,411,94,4,84.0,B:maj,maj,1.0,388,0.9302,1.0,2.0,0,True,
pop909,412,86,4,61.3,Eb:maj,maj,-3.0,388,0.9448,1.0,6.0,0,True,
pop909,413,64,4,56.0,Db:maj,maj,-1.0,308,0.9443,1.0,0.0,0,True,
pop909,414,64,4,61.0,F:min,min,4.0,389,0.9626,1.0,3.0,0,True,
pop909,415,76,4,66.0,Ab:min,min,1.0,378,0.9441,1.0,3.0,0,True,
pop909,416,79,4,72.3,Eb:maj,maj,-3.0,302,0.9373,1.0,2.0,0,True,
pop909,417,79,4,72.0,G:maj,maj,5.0,345,0.9317,1.0,3.0,0,True,
pop909,418,97,4,77.0,Ab:maj,maj,4.0,407,0.871,1.0,4.0,0,True,
pop909,419,78,4,70.0,G:min,min,2.0,376,0.9544,1.0,1.0,0,True,
pop909,420,49,4,61.3,Ab:maj,maj,4.0,378,0.9495,1.0,2.0,0,True,
pop909,421,71,4,73.0,E:maj,maj,-4.0,294,0.9493,1.0,2.0,0,True,
pop909,422,71,4,70.0,Db:maj,maj,-1.0,443,0.9449,1.0,3.0,0,True,
pop909,423,79,4,68.0,F:min,min,4.0,352,0.9293,1.0,2.0,0,True,
pop909,424,83,4,76.0,G:min,min,2.0,369,0.9217,0.9882,1.0,0,True,
pop909,425,67,4,69.0,Db:maj,maj,-1.0,280,0.9503,1.0,0.0,0,True,
pop909,426,71,4,65.5,B:maj,maj,1.0,471,0.909,1.0,1.0,0,True,
pop909,427,83,4,71.0,E:maj,maj,-4.0,355,0.9619,1.0,1.0,0,True,
pop909,428,71,4,72.0,F:maj,maj,-5.0,325,0.9423,1.0,3.0,0,True,
pop909,429,108,4,112.0,B:min,min,-2.0,296,0.9421,1.0,3.0,0,True,
pop909,430,87,4,108.0,Eb:maj,maj,-3.0,358,0.95,0.9909,5.0,0,True,
pop909,431,102,4,76.0,Gb:min,min,3.0,300,0.922,1.0,2.0,0,True,
pop909,432,64,4,63.0,C:maj,maj,0.0,251,0.9283,1.0,5.0,0,True,
pop909,433,50,4,60.0,E:maj,maj,-4.0,402,0.9626,1.0,0.0,0,True,
pop909,434,66,4,64.0,Eb:min,min,6.0,233,0.9509,1.0,4.0,0,True,
pop909,435,90,4,78.0,Eb:min,min,6.0,298,0.947,1.0,1.0,0,True,
pop909,436,83,4,115.0,E:maj,maj,-4.0,312,0.975,1.0,2.0,0,True,
pop909,437,90,4,81.8,D:maj,maj,-2.0,286,0.9279,1.0,5.0,0,True,
pop909,438,97,4,94.8,A:maj,maj,3.0,287,0.9613,1.0,0.0,0,True,
pop909,439,82,4,66.7,E:maj,maj,-4.0,396,0.9451,1.0,1.0,0,True,
pop909,440,96,4,74.5,Ab:maj,maj,4.0,333,0.9492,1.0,3.0,0,True,
pop909,441,81,4,72.5,Ab:maj,maj,4.0,323,0.9666,1.0,0.0,0,True,
pop909,442,100,4,136.0,Bb:maj,maj,2.0,375,0.9668,1.0,2.0,0,True,
pop909,443,72,4,66.0,D:maj,maj,-2.0,321,0.9268,1.0,2.0,0,True,
pop909,444,73,4,91.3,B:min,min,-2.0,190,0.9666,1.0,3.0,0,True,
pop909,445,89,4,78.0,C:min,min,-3.0,371,0.9587,1.0,0.0,0,True,
pop909,446,80,4,70.0,D:min,min,-5.0,385,0.9517,1.0,4.0,0,True,
pop909,447,27,4,90.0,F:maj,maj,-5.0,136,0.9247,1.0,1.0,0,True,
pop909,448,123,4,93.0,G:min,min,2.0,406,0.9204,0.9771,1.0,0,True,
pop909,449,97,4,77.0,G:maj,maj,5.0,379,0.9473,1.0,2.0,0,True,
pop909,450,79,4,73.0,D:maj,maj,-2.0,278,0.9538,1.0,2.0,0,True,
pop909,451,106,4,80.0,D:min,min,-5.0,412,0.9622,1.0,6.0,0,True,
pop909,452,57,4,68.2,Gb:maj,maj,6.0,357,0.946,1.0,3.0,0,True,
pop909,453,82,4,70.0,E:min,min,5.0,565,0.9608,1.0,4.0,0,True,
pop909,454,113,4,112.0,Eb:maj,maj,-3.0,422,0.9622,1.0,1.0,0,True,
pop909,455,64,4,73.0,G:maj,maj,5.0,228,0.9828,0.9201,6.0,0,True,
pop909,456,68,4,62.5,Gb:maj,maj,6.0,445,0.9537,0.9931,3.0,0,True,
pop909,457,81,4,72.0,E:min,min,5.0,430,0.9537,0.9009,3.0,0,True,
pop909,458,101,4,92.0,E:min,min,5.0,412,0.942,1.0,5.0,0,True,
pop909,459,78,4,65.1,C:maj,maj,0.0,529,0.9562,1.0,3.0,0,True,
pop909,460,83,4,72.0,Eb:maj,maj,-3.0,272,0.9837,1.0,2.0,0,True,
pop909,461,83,4,80.0,Ab:maj,maj,4.0,330,0.9646,1.0,1.0,0,True,
pop909,462,56,4,47.0,D:maj,maj,-2.0,440,0.9311,1.0,4.0,0,True,
pop909,463,60,4,60.0,A:maj,maj,3.0,327,0.9199,1.0,3.0,0,True,
pop909,464,70,4,63.9,D:maj,maj,-2.0,405,0.9619,1.0,2.0,0,True,
pop909,465,72,4,60.0,G:maj,maj,5.0,361,0.9598,0.9945,1.0,0,True,
pop909,466,79,4,73.0,Bb:min,min,-1.0,311,0.9347,1.0,4.0,0,True,
pop909,467,70,4,60.1,Db:min,min,-4.0,416,0.9703,1.0,3.0,0,True,
pop909,468,53,4,46.5,D:maj,maj,-2.0,301,0.9495,1.0,2.0,0,True,
pop909,469,73,4,65.0,B:min,min,-2.0,404,0.9461,0.9835,3.0,0,True,
pop909,470,125,4,136.0,A:min,min,0.0,306,0.9476,1.0,3.0,0,True,
pop909,471,53,4,56.7,Ab:min,min,1.0,290,0.9449,1.0,4.0,0,True,
pop909,472,74,4,70.0,B:maj,maj,1.0,298,0.9881,1.0,1.0,0,True,
pop909,473,59,4,61.4,F:maj,maj,-5.0,360,0.9423,1.0,2.0,0,True,
pop909,474,67,4,57.0,Eb:maj,maj,-3.0,398,0.9581,1.0,4.0,0,True,
pop909,475,72,4,63.0,A:maj,maj,3.0,394,0.9381,1.0,4.0,0,True,
pop909,476,63,4,68.0,E:min,min,5.0,315,0.9642,1.0,3.0,0,True,
pop909,477,102,4,89.0,Eb:maj,maj,-3.0,385,0.9662,1.0,1.0,0,True,
pop909,478,53,4,53.0,A:maj,maj,3.0,341,0.9676,1.0,4.0,0,True,
pop909,479,75,4,69.0,Ab:min,min,1.0,394,0.9741,1.0,1.0,0,True,
pop909,480,68,4,74.0,F:maj,maj,-5.0,363,0.9673,1.0,3.0,0,True,
pop909,481,92,4,71.0,Bb:maj,maj,2.0,353,0.9861,1.0,8.0,0,True,
pop909,482,97,4,89.0,Eb:maj,maj,-3.0,349,0.9767,1.0,2.0,0,True,
pop909,483,66,4,58.5,B:maj,maj,1.0,561,0.9317,1.0,1.0,0,True,
pop909,484,50,4,67.8,A:min,min,0.0,215,0.9598,1.0,1.0,0,True,
pop909,485,68,4,68.1,G:maj,maj,5.0,268,0.9402,1.0,4.0,0,True,
pop909,486,93,4,70.0,Ab:maj,maj,4.0,339,0.9699,0.9878,1.0,0,True,
pop909,487,95,4,84.0,C:min,min,-3.0,316,0.959,1.0,5.0,0,True,
pop909,488,76,4,70.0,Eb:min,min,6.0,242,0.9762,1.0,3.0,0,True,
pop909,489,68,4,69.0,B:min,min,-2.0,302,0.9567,1.0,2.0,0,True,
pop909,490,62,4,61.0,D:maj,maj,-2.0,357,0.9011,1.0,2.0,0,True,
pop909,491,83,4,90.0,F:min,min,4.0,292,0.9686,1.0,5.0,0,True,
pop909,492,98,4,87.0,E:maj,maj,-4.0,380,0.9608,1.0,0.0,0,True,
pop909,493,65,4,60.0,C:maj,maj,0.0,225,0.9462,1.0,0.0,0,True,
pop909,494,61,4,65.0,A:min,min,0.0,332,0.9551,1.0,1.0,0,True,
pop909,495,119,4,128.0,Db:maj,maj,-1.0,412,0.9194,1.0,3.0,0,True,
pop909,496,86,4,85.0,C:maj,maj,0.0,232,0.8892,1.0,2.0,0,True,
pop909,497,74,4,68.0,A:maj,maj,3.0,315,0.9394,1.0,3.0,0,True,
pop909,498,58,4,60.0,F:maj,maj,-5.0,397,0.9687,1.0,0.0,0,True,
pop909,499,61,4,56.5,A:maj,maj,3.0,311,0.9065,1.0,5.0,0,True,
pop909,500,62,4,75.0,Db:min,min,-4.0,187,0.9108,1.0,0.0,0,True,
pop909,501,125,4,128.0,E:min,min,5.0,340,0.8877,1.0,1.0,0,True,
pop909,502,89,4,115.0,Bb:min,min,-1.0,351,0.937,1.0,1.0,0,True,
pop909,503,62,4,63.0,Bb:maj,maj,2.0,380,0.9583,1.0,2.0,0,True,
pop909,504,103,4,98.0,Db:min,min,-4.0,423,0.9515,1.0,4.0,0,True,
pop909,505,85,4,83.0,B:min,min,-2.0,237,0.939,1.0,1.0,0,True,
pop909,506,73,4,77.0,B:min,,,218,0.932,0.8912,4.0,0,False,failed MIDI-vs-chord verification
pop909,507,85,4,68.0,Bb:maj,maj,2.0,398,0.9701,1.0,5.0,0,True,
pop909,508,93,4,60.5,B:min,min,-2.0,476,0.9244,1.0,2.0,0,True,
pop909,509,69,4,60.0,E:maj,maj,-4.0,408,0.9484,1.0,2.0,0,True,
pop909,510,82,4,78.5,A:min,min,0.0,316,0.912,1.0,2.0,0,True,
pop909,511,101,4,67.5,E:maj,maj,-4.0,343,0.9462,1.0,3.0,0,True,
pop909,512,88,4,109.0,Eb:maj,maj,-3.0,200,0.9597,1.0,2.0,0,True,
pop909,513,79,4,74.2,F:maj,maj,-5.0,278,0.9383,1.0,1.0,0,True,
pop909,514,92,4,96.0,Gb:maj,maj,6.0,393,0.9303,1.0,0.0,0,True,
pop909,515,74,4,82.8,F:maj,maj,-5.0,272,0.9469,1.0,1.0,0,True,
pop909,516,77,4,68.5,G:maj,maj,5.0,394,0.9356,1.0,1.0,0,True,
pop909,517,79,4,63.0,Ab:min,min,1.0,325,0.9652,1.0,1.0,0,True,
pop909,518,103,4,104.0,B:maj,maj,1.0,383,0.9401,1.0,3.0,0,True,
pop909,519,99,4,90.0,E:min,min,5.0,412,0.9369,1.0,1.0,0,True,
pop909,520,73,4,72.0,E:min,min,5.0,327,0.9542,1.0,2.0,0,True,
pop909,521,67,4,61.0,Gb:min,min,3.0,355,0.9348,1.0,0.0,0,True,
pop909,522,87,4,76.0,Db:min,min,-4.0,252,0.9518,1.0,3.0,0,True,
pop909,523,59,4,60.0,D:maj,maj,-2.0,338,0.941,1.0,3.0,0,True,
pop909,524,107,4,114.0,Db:maj,maj,-1.0,378,0.9269,1.0,1.0,0,True,
pop909,525,102,4,95.0,Db:min,min,-4.0,380,0.9552,1.0,6.0,0,True,
pop909,526,68,4,71.9,E:maj,maj,-4.0,201,0.9645,1.0,2.0,0,True,
pop909,527,69,4,64.0,G:min,min,2.0,440,0.9816,1.0,4.0,0,True,
pop909,528,72,4,78.0,C:min,min,-3.0,287,0.9474,1.0,1.0,0,True,
pop909,529,99,4,98.0,Gb:maj,maj,6.0,302,0.9469,1.0,1.0,0,True,
pop909,530,77,4,58.1,Ab:min,min,1.0,293,0.9267,1.0,4.0,0,True,
pop909,531,109,4,87.0,D:maj,maj,-2.0,355,0.8647,1.0,0.0,0,True,
pop909,532,73,4,65.0,G:min,min,2.0,442,0.946,1.0,6.0,0,True,
pop909,533,101,4,101.0,Gb:maj,maj,6.0,539,0.9332,1.0,1.0,0,True,
pop909,534,119,4,108.0,F:maj,maj,-5.0,395,0.9497,1.0,1.0,0,True,
pop909,535,89,4,62.0,F:min,min,4.0,315,0.9633,1.0,1.0,0,True,
pop909,536,88,4,69.0,G:maj,maj,5.0,316,0.9647,1.0,3.0,0,True,
pop909,537,75,4,75.0,F:maj,maj,-5.0,302,0.957,1.0,1.0,0,True,
pop909,538,51,4,58.0,Db:maj,maj,-1.0,365,0.9732,1.0,2.0,0,True,
pop909,539,135,4,120.0,Gb:min,min,3.0,457,0.9859,1.0,5.0,0,True,
pop909,540,88,4,92.0,F:maj,maj,-5.0,279,0.9732,1.0,0.0,0,True,
pop909,541,130,4,114.0,Gb:min,min,3.0,325,0.9425,0.9945,10.0,0,True,
pop909,542,96,4,120.0,E:min,min,5.0,399,0.9756,1.0,1.0,0,True,
pop909,543,78,4,60.0,Bb:maj,maj,2.0,525,0.9613,1.0,5.0,0,True,
pop909,544,77,4,68.5,G:maj,maj,5.0,339,0.9006,1.0,2.0,0,True,
pop909,545,122,4,122.6,Db:min,min,-4.0,390,0.9709,1.0,4.0,0,True,
pop909,546,80,4,76.0,Db:maj,maj,-1.0,142,0.8917,1.0,2.0,0,True,
pop909,547,122,4,120.0,F:min,min,4.0,281,0.9429,1.0,1.0,0,True,
pop909,548,120,4,100.0,C:maj,maj,0.0,403,0.8908,0.996,8.0,0,True,
pop909,549,69,4,69.0,Ab:maj,maj,4.0,372,0.9408,1.0,4.0,0,True,
pop909,550,88,4,90.0,Ab:min,min,1.0,279,0.9723,1.0,1.0,0,True,
pop909,551,99,4,118.0,Eb:maj,maj,-3.0,216,0.9346,0.9872,2.0,0,True,
pop909,552,92,4,98.0,B:maj,maj,1.0,328,0.9377,1.0,1.0,0,True,
pop909,553,88,4,74.0,D:maj,maj,-2.0,408,0.9293,1.0,4.0,0,True,
pop909,554,79,4,84.0,C:min,min,-3.0,398,0.9646,1.0,5.0,0,True,
pop909,555,67,4,75.0,G:min,min,2.0,349,0.9598,1.0,1.0,0,True,
pop909,556,125,4,109.0,F:maj,maj,-5.0,378,0.9625,1.0,6.0,0,True,
pop909,557,71,4,65.0,A:maj,maj,3.0,310,0.928,1.0,2.0,0,True,
pop909,558,65,4,61.0,Bb:min,min,-1.0,370,0.9447,1.0,2.0,0,True,
pop909,559,101,4,93.0,Gb:maj,maj,6.0,211,0.9133,0.9952,2.0,0,True,
pop909,560,113,4,96.5,E:min,min,5.0,587,0.9579,1.0,0.0,0,True,
pop909,561,88,4,67.0,F:maj,maj,-5.0,349,0.9848,1.0,1.0,0,True,
pop909,562,84,4,73.0,B:min,min,-2.0,299,0.966,1.0,3.0,0,True,
pop909,563,100,4,95.1,F:maj,maj,-5.0,304,0.945,1.0,3.0,0,True,
pop909,564,102,4,95.0,Ab:min,min,1.0,452,0.9607,1.0,1.0,0,True,
pop909,565,121,4,104.0,Gb:maj,maj,6.0,493,0.964,1.0,1.0,0,True,
pop909,566,98,4,83.0,E:min,min,5.0,421,0.9483,0.9995,3.0,0,True,
pop909,567,62,4,70.0,G:maj,maj,5.0,266,0.9482,1.0,4.0,0,True,
pop909,568,72,4,59.0,D:maj,maj,-2.0,291,0.9739,1.0,4.0,0,True,
pop909,569,80,4,73.0,A:min,min,0.0,220,0.9635,1.0,3.0,0,True,
pop909,570,74,4,65.0,C:maj,maj,0.0,409,0.9337,1.0,3.0,0,True,
pop909,571,62,4,56.0,Bb:min,min,-1.0,249,0.9525,1.0,3.0,0,True,
pop909,572,75,4,68.0,E:maj,maj,-4.0,368,0.9704,1.0,3.0,0,True,
pop909,573,90,4,76.0,A:min,min,0.0,289,0.963,1.0,2.0,0,True,
pop909,574,80,4,78.0,Bb:min,min,-1.0,282,0.9791,1.0,1.0,0,True,
pop909,575,77,4,71.2,Bb:maj,maj,2.0,321,0.9479,1.0,0.0,0,True,
pop909,576,68,4,76.0,G:maj,maj,5.0,416,0.9479,1.0,4.0,0,True,
pop909,577,88,4,70.0,B:maj,maj,1.0,313,0.9011,1.0,3.0,0,True,
pop909,578,72,4,60.0,E:min,min,5.0,437,0.9625,1.0,2.0,0,True,
pop909,579,156,4,158.0,E:maj,maj,-4.0,365,0.91,1.0,0.0,0,True,
pop909,580,41,4,55.0,F:min,min,4.0,259,0.9425,1.0,3.0,0,True,
pop909,581,80,4,94.0,E:maj,maj,-4.0,492,0.9917,1.0,2.0,0,True,
pop909,582,66,4,72.4,Db:maj,maj,-1.0,276,0.9395,1.0,2.0,0,True,
pop909,583,91,4,90.5,C:min,min,-3.0,280,0.9756,1.0,3.0,0,True,
pop909,584,46,6,89.0,A:min,min,0.0,260,0.9521,1.0,6.0,0,True,
pop909,585,78,4,82.0,C:min,min,-3.0,193,0.9701,1.0,5.0,0,True,
pop909,586,84,4,90.4,C:min,min,-3.0,327,0.9766,1.0,1.0,0,True,
pop909,587,97,4,76.1,D:min,min,-5.0,390,0.9586,1.0,2.0,0,True,
pop909,588,75,4,64.0,G:min,min,2.0,324,0.956,1.0,5.0,0,True,
pop909,589,75,4,88.0,A:min,min,0.0,290,0.9515,1.0,0.0,0,True,
pop909,590,79,4,62.5,G:maj,maj,5.0,280,0.9681,1.0,3.0,0,True,
pop909,591,61,4,58.3,C:maj,maj,0.0,233,0.9739,1.0,4.0,0,True,
pop909,592,59,6,110.0,Ab:maj,maj,4.0,257,0.9332,1.0,2.0,0,True,
pop909,593,93,4,91.0,Bb:maj,maj,2.0,339,0.9544,1.0,1.0,0,True,
pop909,594,91,4,68.0,Bb:maj,maj,2.0,429,0.9561,1.0,3.0,0,True,
pop909,595,75,4,72.0,D:maj,maj,-2.0,275,0.9511,1.0,0.0,0,True,
pop909,596,114,4,94.0,D:maj,maj,-2.0,420,0.9315,1.0,0.0,0,True,
pop909,597,66,4,68.0,Eb:maj,maj,-3.0,372,0.9668,1.0,1.0,0,True,
pop909,598,58,4,74.2,C:min,min,-3.0,297,0.9604,1.0,0.0,0,True,
pop909,599,67,4,63.0,G:min,min,2.0,374,0.9652,1.0,4.0,0,True,
